"Accession","Group ID"
"scer|YCL044C","OG7_0155537"
"scer|YCL045C","OG7_0006927"
"scer|YCL047C","OG7_0020656"
"scer|YCL048W","OG7_0020661"
"scer|YCL048W-A","OG7_0101673"
"scer|YCL049C","OG7_0156235"
"scer|YCL050C","OG7_0014583"
"scer|YCL051W","OG7_0101681"
"scer|YCL052C","OG7_0026604"
"scer|YCL054W","OG7_0002819"
"scer|YCL054W-A","OG7_0155583"
"scer|YCL055W","OG7_0009833"
"scer|YCL056C","OG7_0155933"
"scer|YCL057C-A","OG7_0009829"
"scer|YCL057W","OG7_0002961"
"scer|YCL058C","OG7_0156207"
"scer|YCL058W-A","OG7_0155743"
"scer|YCL059C","OG7_0007358"
"scer|YCL061C","OG7_0033013"
"scer|YCL063W","OG7_0156261"
"scer|YCL064C","OG7_0002180"
"scer|YCL066W","OG7_0067405"
"scer|YCL067C","OG7_0071883"
"scer|YCL068C","OG7_0101645"
"scer|YCL069W","OG7_0002006"
"scer|YCL073C","OG7_0011977"
"scer|YCR002C","OG7_0001286"
"scer|YCR003W","OG7_0010045"
"scer|YCR004C","OG7_0006510"
"scer|YCR005C","OG7_0003353"
"scer|YCR007C","OG7_0017420"
"scer|YCR008W","OG7_0010344"
"scer|YCR009C","OG7_0010709"
"scer|YCR010C","OG7_0007009"
"scer|YCR011C","OG7_0001022"
"scer|YCR012W","OG7_0003822"
"scer|YCR014C","OG7_0003693"
"scer|YCR015C","OG7_0005719"
"scer|YCR016W","OG7_0010384"
"scer|YCR017C","OG7_0010521"
"scer|YCR018C","OG7_0001357"
"scer|YCR019W","OG7_0017136"
"scer|YCR020C","OG7_0005719"
"scer|YCR020C-A","OG7_0004920"
"scer|YCR020W-B","OG7_0155863"
"scer|YCR021C","OG7_0010526"
"scer|YCR023C","OG7_0001701"
"scer|YCR024C","OG7_0002299"
"scer|YCR024C-A","OG7_0101625"
"scer|YCR024C-B","OG7_0155570"
"scer|YCR026C","OG7_0002831"
"scer|YCR027C","OG7_0001070"
"scer|YCR028C","OG7_0002542"
"scer|YCR028C-A","OG7_0006092"
"scer|YCR030C","OG7_0004543"
"scer|YCR031C","OG7_0003058"
"scer|YCR032W","OG7_0001358"
"scer|YCR033W","OG7_0004509"
"scer|YCR034W","OG7_0001356"
"scer|YCR035C","OG7_0002825"
"scer|YCR036W","OG7_0002446"
"scer|YCR037C","OG7_0002970"
"scer|YCR038C","OG7_0101645"
"scer|YCR039C","OG7_0071883"
"scer|YCR040W","OG7_0067405"
"scer|YCR041W","OG7_0155666"
"scer|YCR042C","OG7_0006745"
"scer|YCR043C","OG7_0155622"
"scer|YCR044C","OG7_0007125"
"scer|YCR045C","OG7_0001376"
"scer|YCR046C","OG7_0006366"
"scer|YCR047C","OG7_0006713"
"scer|YCR048W","OG7_0003638"
"scer|YCR050C","OG7_0156201"
"scer|YCR051W","OG7_0010166"
"scer|YCR052W","OG7_0004787"
"scer|YCR053W","OG7_0007901"
"scer|YCR054C","OG7_0009050"
"scer|YCR057C","OG7_0007331"
"scer|YCR059C","OG7_0005985"
"scer|YCR060W","OG7_0001150"
"scer|YCR061W","OG7_0022159"
"scer|YCR063W","OG7_0007584"
"scer|YCR065W","OG7_0000970"
"scer|YCR066W","OG7_0009650"
"scer|YCR067C","OG7_0007638"
"scer|YCR068W","OG7_0015334"
"scer|YCR069W","OG7_0000556"
"scer|YCR071C","OG7_0009537"
"scer|YCR072C","OG7_0003581"
"scer|YCR073C","OG7_0000432"
"scer|YCR073W-A","OG7_0006485"
"scer|YCR075C","OG7_0006953"
"scer|YCR075W-A","OG7_0155908"
"scer|YCR076C","OG7_0155490"
"scer|YCR077C","OG7_0008776"
"scer|YCR079W","OG7_0000783"
"scer|YCR081W","OG7_0006502"
"scer|YCR082W","OG7_0155589"
"scer|YCR083W","OG7_0000495"
"scer|YCR084C","OG7_0013468"
"scer|YCR086W","OG7_0155560"
"scer|YCR087C-A","OG7_0008529"
"scer|YCR088W","OG7_0002917"
"scer|YCR089W","OG7_0024920"
"scer|YCR090C","OG7_0007468"
"scer|YCR091W","OG7_0000103"
"scer|YCR092C","OG7_0001337"
"scer|YCR093W","OG7_0005420"
"scer|YCR094W","OG7_0003685"
"scer|YCR095C","OG7_0005394"
"scer|YCR095W-A","OG7_0156264"
"scer|YCR096C","OG7_0071883"
"scer|YCR097W","OG7_0000401"
"scer|YCR098C","OG7_0002865"
"scer|YCR099C","OG7_0003289"
"scer|YCR100C","OG7_0003289"
"scer|YCR101C","OG7_0003289"
"scer|YCR102C","OG7_0001074"
"scer|YCR104W","OG7_0014528"
"scer|YCR105W","OG7_0001102"
"scer|YCR106W","OG7_0061105"
"scer|YCR107W","OG7_0001184"
"scer|YCR108C","OG7_0155758"
"scer|YDL001W","OG7_0005782"
"scer|YDL002C","OG7_0000969"
"scer|YDL003W","OG7_0005429"
"scer|YDL004W","OG7_0006530"
"scer|YDL005C","OG7_0156039"
"scer|YDL006W","OG7_0000783"
"scer|YDL007C-A","OG7_0155984"
"scer|YDL007W","OG7_0000949"
"scer|YDL008W","OG7_0003367"
"scer|YDL009C","OG7_0155661"
"scer|YDL010W","OG7_0002700"
"scer|YDL012C","OG7_0018974"
"scer|YDL013W","OG7_0156018"
"scer|YDL014W","OG7_0005355"
"scer|YDL015C","OG7_0006198"
"scer|YDL017W","OG7_0008039"
"scer|YDL018C","OG7_0001609"
"scer|YDL019C","OG7_0001714"
"scer|YDL020C","OG7_0024025"
"scer|YDL021W","OG7_0002311"
"scer|YDL022C-A","OG7_0155840"
"scer|YDL022W","OG7_0003522"
"scer|YDL024C","OG7_0005430"
"scer|YDL025C","OG7_0010344"
"scer|YDL027C","OG7_0155878"
"scer|YDL028C","OG7_0007945"
"scer|YDL029W","OG7_0000774"
"scer|YDL030W","OG7_0007130"
"scer|YDL031W","OG7_0000128"
"scer|YDL033C","OG7_0006065"
"scer|YDL035C","OG7_0045813"
"scer|YDL036C","OG7_0001865"
"scer|YDL037C","OG7_0071890"
"scer|YDL039C","OG7_0155584"
"scer|YDL040C","OG7_0006342"
"scer|YDL042C","OG7_0001462"
"scer|YDL043C","OG7_0007521"
"scer|YDL044C","OG7_0023023"
"scer|YDL045C","OG7_0003015"
"scer|YDL045W-A","OG7_0016788"
"scer|YDL046W","OG7_0008810"
"scer|YDL047W","OG7_0000696"
